Date,Temperature(C),Precipitation(mm),GHG_Emissions(metric_tons_per_capita),Humidity(%),Solar_Radiation(W/m^2),Windspeed(km/h),Atmospheric_Pressure(hPa),Cloud_Cover(%),Ozone_Concentration(DU),Sea_Level_Rise(mm),Season
13-02-2010,14.42044426,41.48453801,3.089106463,63.29002975,562.3996345,66.40702644,1035.848022,2.208997871,265.3029576,26.37934019,spring
14-02-2010,2.652389916,23.47605931,7.551459032,28.92014721,115.4562032,76.28727433,971.6369917,37.86552027,473.7177929,17.04191695,winter
15-02-2010,23.34260833,12.05997925,5.252978426,86.55684374,1015.095167,69.17377007,1007.031814,53.17588377,362.7331965,5.369426051,spring
16-02-2010,29.37024459,149.9862279,3.219124839,88.09842313,122.8201677,75.25734784,1030.879476,69.78304153,312.6387427,-6.391804009,rainy
17-02-2010,8.351862288,49.31269144,1.55573248,82.37606886,635.159153,121.9716687,1000.035623,84.45785851,421.1792132,-4.231628141,winter
18-02-2010,34.89210542,2.969836221,7.522213513,94.29280271,734.1164158,58.42014973,991.6902555,28.6542391,293.9102671,11.91312367,spring
19-02-2010,22.4965915,3.064342577,10.08051448,55.59969549,161.0961133,82.80379182,984.6532081,90.69785289,414.5261416,-0.46617283,spring
20-02-2010,21.10337937,140.2026632,4.343561818,73.20758292,293.2346873,91.01504095,1010.044856,67.21430059,293.766205,7.98313297,rainy
21-02-2010,7.806076223,61.91043296,4.725359723,91.40201558,969.9173724,141.3457571,1031.769114,39.85300891,454.1882403,6.29425463,spring
22-02-2010,25.27502264,5.45896022,12.65964412,51.06232576,377.7870566,98.21043818,1049.613065,66.18523665,494.3308644,12.82022689,spring
23-02-2010,8.472779507,48.87623502,7.516433897,65.65849486,897.1943814,19.60248177,1036.935944,66.11001893,397.3356779,3.338780582,winter
24-02-2010,10.45066811,27.18737283,8.308366669,56.15110041,924.1059621,87.36864926,995.2750197,21.36183135,361.4129031,8.42466492,spring
25-02-2010,3.2759164,77.72447534,3.278697845,98.49269688,548.0502112,99.28783947,957.9242004,0.616638702,337.9680381,13.27899576,spring
26-02-2010,47.0040332,15.99048464,2.461331328,49.38663662,170.1261983,1.425247264,962.053726,12.26117591,478.7565558,13.76338083,spring
27-02-2010,19.51806773,24.13190351,8.860249971,38.53286566,111.8873088,11.29588526,952.9325048,95.4947637,331.3242668,8.715059666,spring
28-02-2010,13.90319283,9.159576581,6.3714588,66.66681797,641.7649951,2.849714264,986.2663239,85.83181611,443.0277819,18.56436459,spring
01-03-2010,19.58153096,14.55038824,5.575267962,35.26261383,178.5997505,7.237942188,998.1551255,17.23807557,201.160977,5.608950469,spring
02-03-2010,14.97969364,10.48378596,6.254129983,87.18102247,899.1197461,13.44975803,1032.060928,65.94892013,467.7304101,21.51954188,spring
03-03-2010,18.20828884,1.230009029,10.17448737,90.30134152,518.906335,143.6723238,958.5733897,91.6172196,316.0233276,29.38435342,spring
04-03-2010,23.71846608,2.363289485,2.796649402,41.05633619,851.6188333,31.00813334,972.8119386,91.60577471,283.5515925,20.37068497,spring
05-03-2010,15.93711498,90.2800345,5.47543364,42.25327856,548.9778716,30.68365992,1001.065187,56.44186027,245.2631964,21.1965325,spring
06-03-2010,21.24004526,81.43204848,2.953409332,17.79636751,791.1696186,128.612922,1034.977633,72.34991386,221.4546474,24.89026154,spring
07-03-2010,43.32954475,7.583159856,5.834142355,33.03002506,1016.319657,112.9134821,958.7639351,39.40637495,464.6650803,-5.860327302,summer
08-03-2010,1.665918426,55.11524282,7.403663336,16.11096767,1072.898275,101.3723052,974.3435953,7.212588467,299.5098218,12.44554947,spring
09-03-2010,8.61624017,68.45107885,5.946648455,78.15091581,118.5711253,63.26030188,1004.390481,52.87537301,491.7371293,16.87514829,spring
10-03-2010,24.9353633,2.631790805,10.19930611,26.22870706,810.0562838,4.676549719,982.4365,31.81601448,326.2825426,26.61063579,spring
11-03-2010,33.68434231,4.635570894,3.454906216,17.10424752,720.5480868,123.9809692,1049.239768,40.69724682,484.3260737,23.33718587,summer
12-03-2010,49.92230735,41.3931289,6.640482467,24.78909258,800.7420214,129.1194392,995.2132906,17.38550833,397.4894177,5.566361797,summer
13-03-2010,24.14511319,23.43226711,8.833151312,43.95999487,163.9044316,72.26896083,1041.135702,73.51037258,246.2066152,2.478962643,spring
14-03-2010,7.809567621,60.09728202,3.865690341,48.02440438,176.8858639,96.73261392,1044.08878,94.8261524,291.7933113,1.847460059,spring
15-03-2010,35.05336757,40.78702561,3.598081162,90.8720815,646.6781113,71.64814669,975.9432667,70.07439222,482.2889801,0.008157866,spring
16-03-2010,21.24601897,1.575648316,4.541900363,35.16496938,162.8264029,44.42382032,982.6500804,49.22841769,328.7412871,2.369020132,spring
17-03-2010,20.85954699,57.54981596,0.660611959,74.59543249,954.0518636,81.04432048,982.4136835,41.93399552,216.8388571,19.36563922,spring
18-03-2010,0.57063945,11.40265395,8.407837772,90.54193155,949.7244521,103.2898259,993.6312003,55.09836482,302.0874181,-5.379201515,winter
19-03-2010,31.68532984,18.74193448,5.48305125,87.10305374,229.0564558,23.18347419,956.3150663,65.12839709,462.8728501,19.38602183,spring
20-03-2010,10.78779268,66.66409929,0,27.90721994,600.5636841,79.60732411,1030.735394,12.67305907,499.2680128,-2.225132121,spring
21-03-2010,25.66901418,73.75702206,3.72080932,35.17480013,754.4790385,116.3939573,963.0854326,79.06555552,208.8945257,14.9618308,summer
22-03-2010,20.67264949,21.21822329,8.934819005,14.90028313,1045.390309,71.33861807,1039.366508,0.540349108,341.3101761,13.84003518,spring
23-03-2010,21.9950024,4.67308998,4.015139746,53.4961628,1187.272959,23.53416885,1007.658179,84.50825778,273.7920568,13.70474302,spring
24-03-2010,20.51877108,73.41272698,9.706920552,46.47514171,118.9434953,130.4587537,998.1487645,50.23013519,494.4719942,2.427070568,spring
25-03-2010,12.4594184,102.0919479,4.181278491,59.07733811,623.9730031,101.0788278,1016.078848,43.45967408,315.2008586,-4.002281534,spring
26-03-2010,11.5897678,166.6472415,0.655164431,51.20897583,983.6132647,94.87917788,1043.310073,12.08989354,480.0887263,21.67812489,spring
27-03-2010,29.47731358,19.12359287,0,76.22194259,975.4516161,97.75069466,979.6666998,58.42066785,383.1855588,-0.328559854,spring
28-03-2010,19.84194099,6.611017491,11.29701192,70.28527257,696.0171751,36.75904417,977.0185786,8.90113629,467.5478046,-6.819065012,spring
29-03-2010,13.45146559,138.7581087,2.53673835,48.57428337,300.4833787,73.84703594,986.9878056,86.59633721,484.7353142,-3.657417852,spring
30-03-2010,14.8761852,25.52175922,3.234670706,13.4058988,715.005962,48.89811587,998.6808659,30.22827084,231.4618058,-5.434786323,spring
31-03-2010,26.87994503,4.910085774,4.660538281,40.94231407,530.7096761,125.0291237,957.5704592,17.25425258,260.5212203,18.59394683,spring
01-04-2010,13.21905995,34.53560313,5.749199311,39.17635771,550.0282082,88.31457078,1017.998721,25.11813443,279.6044848,19.80836301,spring
02-04-2010,35.95883105,10.56844039,2.025398332,18.0422204,461.5352619,107.5940712,1002.089448,53.31593585,360.5537479,3.516968474,summer
03-04-2010,18.44394709,21.94685618,8.834722419,37.38112595,258.9356435,99.04521042,1003.99179,55.99576621,272.3604576,20.5911046,spring
04-04-2010,16.50455785,19.30888641,5.922517445,98.86288811,912.0629389,72.55806168,974.9646312,33.8441808,480.1321822,23.53716881,spring
05-04-2010,26.17866499,218.255988,8.681036592,83.91263101,879.3368868,120.7282911,1034.059978,78.83571518,254.2381562,9.085959748,rainy
06-04-2010,17.15854669,51.01500367,0,82.1474464,697.1153793,92.30502247,989.8058996,37.7925593,251.3058423,23.07872229,spring
07-04-2010,23.81716811,33.84427413,6.463739051,85.8973995,490.2752209,34.01781937,1015.22628,43.75320678,245.4885957,10.15876338,spring
08-04-2010,19.44358669,36.05186617,6.208077458,87.85459635,1004.953461,43.61218589,974.0060997,13.00657968,330.79737,22.37118701,spring
09-04-2010,2.640583242,46.32825259,4.912817311,39.28200552,275.890526,124.0451149,1031.62924,13.56130577,213.568879,7.645189689,winter
10-04-2010,9.327173802,103.0818564,3.429132323,39.00347717,578.0270911,141.184704,979.9716154,10.12250209,404.0206917,-7.642784385,spring
11-04-2010,22.92826509,7.890167238,0.53473237,40.28038234,818.8628354,82.20054559,1042.16869,14.65433016,274.6091175,-1.187766895,spring
12-04-2010,15.48977397,45.76868791,0.895859745,83.66904764,1003.647977,57.83109907,995.4792603,90.01925578,480.0415729,2.145940266,spring
13-04-2010,40.58760786,19.44388989,8.89700829,81.75817115,814.5713313,93.75178193,964.5150083,68.4952535,253.9273621,7.620971666,spring
14-04-2010,12.13179324,42.36181748,6.126115517,11.52125183,229.474661,72.52600055,1011.119427,67.19608947,223.6556512,8.980404698,spring
15-04-2010,6.907890656,36.4626558,4.399320853,95.42596434,211.422095,126.2541987,1005.663407,14.59013697,320.7334477,29.02475546,winter
16-04-2010,20.39649976,1.519567717,4.22163547,35.70093579,155.4755759,124.9491919,992.1434352,51.94596651,273.5786816,9.013521218,spring
17-04-2010,22.50948849,43.6693006,8.063756269,66.35261432,715.974415,68.42304185,1031.971099,48.86543305,460.7280324,4.861380088,spring
18-04-2010,28.83538308,61.75836037,7.93783038,67.59234501,367.2333695,120.687333,992.1288695,28.75812246,356.1067358,4.428348159,spring
19-04-2010,-5.04988108,14.11812354,2.551938238,20.20457593,275.4833103,28.94345085,963.6222506,27.00710469,343.0160343,25.43557601,winter
20-04-2010,35.07485877,5.651081569,0.675336716,72.61744792,193.4699502,56.0871051,952.8583056,76.24575623,433.4759624,5.396868072,spring
21-04-2010,6.911799637,11.89030466,6.111163988,58.02210617,805.9660638,11.94026907,1039.21627,29.81643636,395.7916233,21.40552917,winter
22-04-2010,30.89222233,50.58681451,8.699558019,64.98148521,928.7553808,121.1691372,996.6703247,59.24925563,202.886689,-0.031991082,spring
23-04-2010,39.57505316,31.63015368,7.070371804,50.22328616,1043.541709,146.2864699,1006.296186,91.94549383,405.6344196,7.157077195,spring
24-04-2010,27.46720347,100.237015,9.980129971,82.39263259,754.954116,86.51464794,961.4741028,51.38920967,413.7192222,12.95488496,rainy
25-04-2010,8.532424063,16.77282693,4.486643163,67.16445831,489.6596815,114.9744442,998.9412375,60.3971328,252.3054727,12.57770009,winter
26-04-2010,18.07000391,22.71422479,5.854871386,27.36351222,617.4555466,60.23911483,1003.336489,87.52234652,412.8145063,13.18207105,spring
27-04-2010,27.55591893,37.54412451,4.830845204,77.74527699,799.7656128,84.23294993,996.5252783,72.10146212,498.1553876,19.65261018,spring
28-04-2010,20.33225203,30.81086706,7.287031077,55.23061477,884.3027529,52.10335687,1045.411976,1.349327352,288.2166508,10.40453445,spring
29-04-2010,9.508017316,39.67725594,2.858355438,13.3547249,809.3253307,104.5271052,1007.13851,14.48527092,211.571607,-2.669335677,winter
30-04-2010,20.99839297,18.70474258,5.582940095,45.53595787,1158.094575,36.93673886,1047.438725,26.90408485,455.1254976,13.24308776,spring
01-05-2010,14.83292398,9.116342421,9.941871693,46.15545366,925.2297253,22.98633765,965.3333215,43.04008716,261.4750459,1.919980112,spring
02-05-2010,26.01956591,81.30775573,2.812864309,82.12901718,925.6831926,134.7838649,1041.418939,27.60692638,433.5236094,2.021354847,spring
03-05-2010,9.38271737,2.004407754,0,31.05700241,1001.7861,129.6422278,1005.292136,46.13613055,322.1180699,-4.855992048,winter
04-05-2010,0.658514057,23.07839571,6.575632172,50.72816871,606.4162304,125.2440124,979.6136463,78.38077612,471.1510483,26.39917898,winter
05-05-2010,9.834193918,4.572983579,11.72247186,14.89661262,390.3411847,123.2313893,1024.574152,97.29586889,482.5932519,-7.404745596,winter
06-05-2010,2.944887527,66.65254947,2.959749003,89.32958267,997.862865,109.4257468,1005.626216,62.93314568,318.820944,-8.490742438,spring
07-05-2010,13.71687826,22.74693543,8.830135553,49.94423149,610.5980272,131.2139607,1007.567641,87.01407057,494.2628156,18.99567488,spring
08-05-2010,26.7110111,1.525522446,5.041985802,87.09340138,767.8935684,31.5321484,967.193906,34.37233407,208.3320719,18.19381421,spring
09-05-2010,16.06060886,3.945416221,2.052834773,70.95131862,572.5505575,130.5604061,1017.994036,13.68580754,370.703432,4.021112678,spring
10-05-2010,19.75721887,11.06966768,7.065871835,38.78678071,535.6642518,137.6687465,979.4139675,83.29788005,421.6334466,19.62296993,spring
11-05-2010,9.949977551,77.30333146,0.731661384,74.14361486,838.3865361,107.4005689,985.5764049,77.16718896,328.3319842,9.509733296,spring
12-05-2010,20.19840435,80.26940746,9.563834339,52.19649263,831.8781615,89.90271494,1040.65764,23.6200623,397.6185888,19.13027411,spring
13-05-2010,10.4397683,284.3839706,5.332738641,40.71111591,439.9265779,35.41054609,967.9498184,53.85810246,292.2218481,11.83037432,spring
14-05-2010,8.11217268,13.78262157,0,70.1135128,307.8833974,129.9241047,1038.664518,99.38204139,223.2231185,19.29803922,winter
15-05-2010,17.74175084,3.117023093,10.56189919,79.69025108,244.4567943,86.52411125,1000.041806,97.18641338,450.473001,20.90679465,spring
16-05-2010,13.23584681,16.64309602,7.5721919,71.97511442,225.1564903,91.60039428,967.8510204,45.21854196,288.9082606,1.342539777,spring
17-05-2010,-8.141887191,9.850647284,5.948146051,51.6574208,999.4697847,90.98419882,1031.159886,28.36286638,258.6941386,5.409679912,winter
18-05-2010,19.20660752,61.96065896,7.664767789,33.3377584,414.7645967,130.0169217,1015.249669,29.35919858,259.9635996,10.17772471,spring
19-05-2010,10.25713263,174.077637,0,82.93562686,846.3961074,20.54657539,984.6820575,87.81093502,446.768124,-2.378356754,rainy
20-05-2010,9.571831492,15.94316134,3.126509349,41.19826704,416.1669347,9.250849836,980.0726073,66.89905345,219.7210954,28.81355206,winter
21-05-2010,33.95909432,19.9219735,12.52722399,65.1659832,833.4321517,33.59756337,992.0943124,59.93397274,349.3684758,26.96551356,spring
22-05-2010,28.53815639,21.62507898,5.38890578,20.38138071,1182.554975,73.76396355,963.6213463,26.79088923,258.2907479,21.0791155,summer
23-05-2010,23.74897306,97.22936655,3.078420809,76.62503134,172.5525251,70.41237894,1030.924949,40.63953749,395.5311781,-2.068490693,spring
24-05-2010,20.60251692,43.13973061,5.506754622,95.76215564,819.1315864,76.80464938,977.8656383,55.77200852,439.7020173,8.123523022,spring
25-05-2010,26.05875935,182.4375655,1.704537636,50.43594677,410.8409189,17.15028731,1032.686733,52.11251827,368.4951118,27.09135485,spring
26-05-2010,16.07546645,49.3305869,9.732778956,59.3521918,191.1826898,118.9338603,1023.130346,5.26695743,384.4622869,14.48848513,spring
27-05-2010,20.79132948,61.18874625,3.660752025,90.95409416,186.8735937,45.31859155,1044.18356,48.67741601,387.0383842,5.417324522,spring
28-05-2010,15.96309584,4.669796889,0.264111659,81.57683871,508.8304964,136.9844983,959.9141374,61.05209406,371.9017378,-6.336505452,spring
29-05-2010,21.12256321,151.4958549,5.510569565,96.6052053,694.6723746,125.9945051,984.9181891,78.76314367,265.7219297,-5.99428954,rainy
30-05-2010,22.85480697,49.45066465,7.992311169,33.94584515,812.0234246,9.519348728,1012.388415,12.86111839,396.0530744,17.13174028,spring
31-05-2010,22.23157794,36.71728105,7.085505471,52.29937249,724.280393,8.03458765,1035.857668,82.45861495,432.2679784,2.461227683,spring
01-06-2010,16.32539361,24.50246308,0.804709554,51.00788063,1087.750808,94.34678008,965.5629193,9.292587194,447.2365076,9.869228515,spring
02-06-2010,26.90745656,4.009011529,2.153265438,52.57916685,268.8875029,11.59141158,1036.13985,49.93594665,223.8119156,20.06257791,spring
03-06-2010,17.97601711,7.155830948,0,92.1813192,1011.907223,85.7756939,956.6975394,8.485900337,319.3121946,-2.687255643,spring
04-06-2010,17.7184346,0.588206184,7.140998648,28.49634887,681.0500029,11.87454507,997.4356855,81.73796554,310.7646735,-6.894487193,spring
05-06-2010,1.786685664,331.9813318,6.410308602,90.54076606,1046.620063,71.90226288,958.4444237,46.37566482,477.0383041,5.065786472,rainy
06-06-2010,11.48654907,77.15667782,6.697812388,61.40141179,569.3296723,62.86599506,964.9870222,62.05807537,397.8381037,-3.502683507,spring
07-06-2010,28.6590691,79.83890537,3.694775373,58.31582942,629.9802196,88.64010216,1027.492018,49.88878102,341.8331283,10.4142527,spring
08-06-2010,27.83652694,65.48337956,0,47.48498439,564.5490936,53.42924881,951.8631037,46.11199052,487.8967103,12.11068958,spring
09-06-2010,19.77990288,33.09270213,2.602272591,58.56796582,206.1124681,21.00707859,1005.536388,18.26544618,248.2405093,-5.577077316,spring
10-06-2010,14.41759547,4.616576586,8.327468636,82.29612148,259.5064682,126.3174123,959.8301902,94.34711602,308.4641884,21.71518871,spring
11-06-2010,21.51476017,3.750675177,6.114621883,54.30106886,669.2826128,44.89512339,1031.126148,72.8655065,388.7179111,-9.066529134,spring
12-06-2010,-3.944662411,124.0701818,0,79.84204254,686.529865,10.11943795,1030.816699,56.67978423,353.0327446,3.765367988,rainy
13-06-2010,21.39706856,0.01572507,4.179880682,47.49731613,614.5779837,75.08922358,1020.279025,20.58609104,377.1752832,-8.128204144,spring
14-06-2010,7.530054529,60.04933983,6.698018559,26.46062881,114.1295342,131.6512509,1025.593838,40.04490983,428.4986171,18.28363311,spring
15-06-2010,19.09158328,49.52087576,4.697946331,47.31964004,656.135146,42.10803374,1009.077702,34.23099566,408.8268459,25.1406092,spring
16-06-2010,22.1242975,34.78004394,0.743767338,75.10096733,247.0971792,67.61294057,998.5491139,75.55036343,397.1359914,3.926789721,spring
17-06-2010,16.50375497,184.3452443,3.541499961,86.6576672,723.0107811,60.38518111,991.0143344,19.29029882,414.5997622,3.128428514,rainy
18-06-2010,27.46575699,11.04033638,2.806453319,79.44626764,417.1007979,7.258198342,1016.131668,66.72767471,434.4596402,17.7725789,spring
19-06-2010,13.67963425,76.92252344,5.100600437,43.70088541,1190.648089,130.252045,988.2799075,90.2531334,263.1481277,24.86140168,spring
20-06-2010,12.71391235,56.17177122,5.843321822,62.12339582,495.1733832,113.8321977,950.2792078,83.84245851,406.4542237,25.48577441,spring
21-06-2010,26.24316192,183.3202889,3.032722389,42.44073972,1002.8876,14.36533391,960.0749541,33.94413434,399.3447914,13.37101681,spring
22-06-2010,16.39842311,135.9594703,6.938060135,73.40474666,370.1540815,19.82488202,1015.181545,15.17301972,411.5035011,13.76085693,rainy
23-06-2010,33.46726274,6.881060379,9.903188518,49.28069791,308.4333439,1.587279306,986.4921312,36.25941651,273.329746,14.77461582,spring
24-06-2010,20.13533908,18.38798367,14.34551296,78.83535488,343.1966722,147.8577332,1048.955202,39.44271107,284.3724314,10.32439255,spring
25-06-2010,25.51282228,95.1234201,2.205075243,11.15165418,466.4287388,62.42702941,985.3919735,53.7326182,431.2740626,11.23665306,summer
26-06-2010,29.31259345,12.98133359,5.22491715,40.61381925,1033.753633,139.558471,960.8424354,4.523285621,313.3994223,-6.212796726,spring
27-06-2010,19.28384407,23.78415014,0,89.04002021,940.3561919,63.02149064,982.8381758,51.07756191,476.9068479,29.30562999,spring
28-06-2010,4.729037387,49.17014365,3.568535608,39.11903986,578.9706497,15.57005446,1018.684913,60.50251066,234.1124752,-7.524614211,winter
29-06-2010,26.27496568,41.38125709,8.836285236,45.52879359,306.8981325,51.49862704,1002.827608,94.19058206,251.743899,9.21447574,spring
30-06-2010,31.9282836,51.16687785,0,81.16584064,153.577749,62.73474441,1011.029564,72.47220188,255.6047545,21.41622085,spring
01-07-2010,17.34435316,62.49877164,3.748409343,18.5154214,780.3959118,26.49215346,961.1237012,2.824526864,285.6418969,13.32304083,spring
02-07-2010,29.92680565,65.23940371,4.893535526,38.07032738,877.4274555,8.026178504,1032.698149,17.51713045,470.1900319,-6.155221012,summer
03-07-2010,8.31975093,66.88618187,0.311988739,79.7020638,766.7526825,47.4777387,1040.238718,47.54411321,312.9826216,12.21730424,spring
04-07-2010,21.49617189,239.4353043,6.12920049,96.13157355,651.3796688,80.89399072,964.5349987,97.59257579,338.4263951,26.21380898,rainy
05-07-2010,17.14140356,22.04844407,5.762469193,80.45527411,1170.148911,38.29891375,1012.613667,60.11688702,326.8356994,14.8792756,spring
06-07-2010,4.231158286,2.259616198,3.164085928,25.51711949,127.129935,143.8025956,972.9765086,84.42581954,442.0594029,21.17294627,winter
07-07-2010,23.98261739,21.45168499,6.946353745,85.15172876,1187.249073,72.21371867,968.2273281,10.39559497,312.8919627,8.499870185,spring
08-07-2010,11.11914887,121.2805525,2.508928896,52.81975069,403.9460178,19.54075818,970.4568052,43.71468378,449.7494107,2.483792002,spring
09-07-2010,23.76424245,4.353599067,6.36742868,80.47049211,521.4592534,62.02399801,1002.132009,2.234059489,344.585238,-1.995843393,spring
10-07-2010,10.02057865,52.05617724,5.012144079,31.54191135,927.7873394,106.1550127,1038.590019,24.83140448,272.9944811,23.96866853,spring
11-07-2010,3.261911122,27.50964154,5.703890272,40.70193202,349.8263861,73.07226161,1031.860433,81.13172933,329.2386998,18.2604734,winter
12-07-2010,12.85782242,127.2792455,4.265895459,91.14735606,880.8345798,49.6850839,964.3383415,62.21910846,319.0046255,-2.884169396,rainy
13-07-2010,30.35146646,131.9541469,0.95601027,91.97198027,465.8060244,15.94499909,1000.991982,28.20732561,272.4860822,12.06919733,rainy
14-07-2010,18.40071633,76.91277449,0.806134275,35.66580197,1134.613983,68.93335997,965.0884635,84.1962638,236.7257102,18.38784891,spring
15-07-2010,20.35662035,5.185887259,2.690206356,17.5196886,288.8780326,14.60793493,993.8048493,73.51613882,452.3972099,12.72139462,spring
